~~NOTOC~~
======Moves======
<WRAP leftalign>
<button type="success" size="lg">[[dex:pokedex|Return to the main Pokédex Navigation page]]</button>
</WRAP>
\\

Use the Search option in this section to browse within the table. You can also sort the table alphabetically by clicking on a column's title.

Click on a link to access the section of the corresponding move.

<datatables buttons='[]'>
<WRAP tablewidth 100%>
^ All Moves ^^
^ Name ^ Type ^ Category ^ Power ^ Acc ^ PP ^
| **[[movedex:1|Absorb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 25 |
| **[[movedex:831|Wide Guard]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:832|Wild Charge]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:833|Wildbolt Storm]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 80 | 10 |
| **[[movedex:834|Will-O-Wisp]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 85 | 15 |
| **[[movedex:835|Wing Attack]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 35 |
| **[[movedex:836|Wish]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:837|Withdraw]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:838|Wonder Room]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:839|Wood Hammer]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 15 |
| **[[movedex:840|Work Up]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:841|Worry Seed]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:842|Wrap]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 15 | 90 | 20 |
| **[[movedex:843|Wring Out]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 5 |
| **[[movedex:844|X-Scissor]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:845|Yawn]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:846|Zap Cannon]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 50 | 5 |
| **[[movedex:847|Zen Headbutt]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 90 | 15 |
| **[[movedex:848|Zing Zap]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:849|Zippy Zap]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 10 |
</WRAP>
</datatables>

\\
